Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
03-Jul,Summer,2023,Unprovoked,usa,"s.s. curatolo- wagemann, gsaff",15,M,New York,"Kismet Beach, Suffolk County",N,surfing,other
03-Jul,Summer,2023,Unprovoked,usa,"s.s. curatolo- wagemann, gsaff",15,F,New York,"Beach 3, Robert Moses State Park, Suffolk County",N,swimming,tiger shark
23-Jun,Summer,2023,Unprovoked,usa,"fox 35, 6/29/2023",Unknown,F,Florida,"Cocoa Beach, Brevard County",N,swimming,other
23-Jun,Summer,2023,Unprovoked,usa,"south florida sun sentinel, 6/23/2023",Unknown,M,Florida,"Flamingo Marina, Homestead, Miami-Dade County",N,fishing,other
Unknown,Unknown,2023,Unprovoked,usa,"bbc, 6/14/2023",Unknown,M,Hawaii,Laysan,N,other,tiger shark
08-Jun,,2023,Unprovoked,egypt,"m. michaelson, et al,gsa",24,M,Unknown,"Dream Beach, Hurguda",Y,swimming,tiger shark
07-Jun,,2023,Unprovoked,bahamas,"j. marchand, gsaf",73,F,Freeport,Shark Junction,Unknown,other,reef shark
28-May,,2023,Unprovoked,french polynesia,"j. marchand, gsaf",25,F,Tahiti,"Matavai Bay, Arue, Papetee",N,surfing,reef shark
28-May,,2023,Unprovoked,new caledonia,"j. marchand, gsaf",42,M,Poum,Twagne,Y,fishing,other
24-May,,2023,Unprovoked,turks and caicos,"j. marchand, gsaf",22,F,Unknown,Grace Bay Beach,N,snorkeling,reef shark
24-May,,2023,Unconfirmed,bahamas,"j. marchand, gsaf, b. hendricks & a. zafares, lifeguard systems",18,M,Lucayan Lucayan Archipelago,Athol Island,Y,other,other
20-May,Spring,2023,Provoked,usa,lisa lamb,26,F,Utah,Sea Quest Aquarium Layton Davis County,N,other,other
21-May,Spring,2023,Unprovoked,usa,"j. marchand, gsaf",15,F,New Jersey,"Stone Harbor, Cape May County",N,surfing,other
19-May,Spring,2023,Provoked,usa,"ap, 5/19/2023",35,M,Florida,"Flagship Drive, Summerland Key, Monroe County",N,fishing,other
18-May,Spring,2023,Unprovoked,usa,"j. marchand, gsaf",20,M,Florida,"Marathon, Monroe County",N,fishing,other
14-May,Spring,2023,Unprovoked,usa,"the island eye, 5/15/2023",24,F,South Carolina,"Isle of Palms, Charleston County",N,swimming,other
13-May,,2023,Unprovoked,australia,"b. myatt & s. de marchi, gsaf",46,M,South Australia,Elliston,Y,surfing,white shark
11-May,Spring,2023,Unprovoked,usa,".a. curriie, gsaf",13,F,Florida,"Fort Pierce, St. Lucie County",N,other,bull shark
11-May,Spring,2023,Provoked,usa,"j.marcharnd, gsaf",Unknown,M,Hawaii,"Kualoa, Oahu",N,fishing,tiger shark
09-May,,2023,Provoked,cuba,"ciber cuba, 5/10/.2023",Unknown,M,Mayabeque,Puerto Escondido,Y,fishing,bull shark
05-May,Spring,2023,Unprovoked,usa,"news19, 5/5/2023",22,M,Florida,"Davis Reef, Islamorada, Monroe County",N,fishing,other
03-May,,2023,Unprovoked,south africa,"news 24, 5/3/2023",Unknown,M,Easten Cape Province,"Supertubes, Jeffreys Bay",N,surfing,other
01-May,,2023,Unprovoked,south africa,"news 24, 5/2/2023",39,M,Easten Cape Province,Mngcibe Beach,N,fishing,other
29-Apr,,2023,Unprovoked,australia,"the west austalian, 4/30/2023",Unknown,M,Western Australia,"Yallingup, Busselton",N,swimming,other
29-Apr,,2023,Unprovoked,australia,"9 news, 4/29/20234%",11,M,Western Australia,"Kurrajong Campground, Exnouth",N,snorkeling,other
23-Apr,Spring,2023,Unprovoked,usa,"a. currie, gsaf",Unknown,M,Florida,"Anna Maria Island, Manatee County",N,fishing,bull shark
22-Apr,,2023,Unprovoked,australia,"the west australian, 4/22/2023",30,M,Western Australia,Lucy's Beach,N,surfing,whaler shark
11-Apr,Spring,2023,Unprovoked,usa,"nbc-6,4/11/2023",Unknown,F,Florida,"Virginia Key, Monroe County",N,surfing,other
09-Apr,Spring,2023,Watercraft,usa,"a/ currie, gsaf",Unknown,M,Florida,Off Boca Raton. Palm Beach County,N,fishing,other
09-Apr,Spring,2023,Unprovoked,usa,"khon2, 4/9/2023",58,M,Hawaii,"Kewalos, Oahu",N,surfing,tiger shark
25-Mar,Spring,2023,Unprovoked,usa,"yahoo news, 3/28/2023",67,M,Florida,"Blue Fish Channel, Key West, Monroe County",N,surfing,other
25-Mar,,2023,Provoked,cuba,"efe, 03/29/2023",17,M,Artemisa,Playa Majana ,N,fishing,other
22-Mar,,2023,Unprovoked,australia,"a. currie, gsaf",Unknown,M,Western Australia,Delta Island,N,wading,other
19-Mar,Spring,2023,Unprovoked,usa,"khon2, 3/19/2023",60,M,Hawaii,Anaehoomalu Bay,N,swimming,reef shark
17-Mar,,2023,Unconfirmed,mexico,"denver7, 3/29/2023",10,M,Quintana Roo,Canc n,N,swimming,other
16-Mar,,2023,Unprovoked,australia,"b. myatt, gsaf",Unknown,F,Western Australia,Cheynes Beach ,N,surfing,other
06-Mar,,2023,Unprovoked,brazil,"jc, 3/6/2023",15,F,Pernambuco,Piedade Beach,N,swimming,other
05-Mar,,2023,Unprovoked,brazil,"jc, 3/6/2023",14,M,Pernambuco,Piedade Beach,N,swimming,other
02-Mar,,2023,Unprovoked,seychelles,"midlibre, 3/18/2023",6,M,Unknown,,Unknown,snorkeling,other
21-Feb,,2023,Unprovoked,brazil,"globo, 2/21/2023",32,M,Pernambuco,Praia de Milagres,N,surfing,other
19-Feb,,2023,Unprovoked,new caledonia,"b, myatt, gsaf",59,M,South Province,"Ch teau-Royal Beach , Noumea",Unknown,swimming,bull shark
19-Feb,Winter,2023,Unprovoked,usa,"cbs, 2/22/2023",60,M,Florida,"Jupiter Island, Martin County",N,surfing,other
18-Feb,,2023,Unconfirmed,argentina,"el pais,  2/27/2023",32,M,Patagonia,Chubut Province,Unknown,other,other
17-Feb,,2023,Unconfirmed,fiji,"fiji sun, 2/25/2023",41,M,Unknown,Ura Estate,N,fishing,other
04-Feb,,2023,Unprovoked,australia,"b. myatt, gsaf",16,F,Western Australia,Freemantle,Y,swimming,bull shark
30-Jan,,2023,Unprovoked,australia,"9news, 1/31/2023",8,M,Queensland,Lady Musgrave Island,N,fishing,other
29-Jan,,2023,Unprovoked,new caledonia,"les nouvelles caledoinnie, 1/30/2023",49,M,South Province,"Chateau Royal Beach, Noumea",N,swimming,bull shark
08-Jan,Winter,2023,Unprovoked,usa,"miami herald, 1/14/2023",34,M,Florida,"Outer Mole, Fort Zachrry Tatlor Historic Park, Key West, Monroe County",N,swimming,other
05-Jan,,2023,Unprovoked,mexico,"el imparcial., 1/5/2023",53,M,Unknown,Tobari Bay,Y,surfing,other
01-Jan,Winter,2023,Provoked,usa,"a. currie, gsaf",30,M,Florida,70 miles off Pensacola,N,other,mako shark
Unknown,Unknown,2023,Provoked,maldives,"m. michaelson, gsaf",30,F,Vaavu Atoll,,N,snorkeling,other
30-Dec,,2022,Provoked,south africa,"a currie, gsaf",26,M,Knz,Protea Banks,N,other,other
13-Dec,Winter,2022,Unprovoked,usa,"a. currie, gsaf",68,M,Hawaii,Anaeho'imalu Bay,N,swimming,tiger shark
11-Dec,,2022,Unprovoked,australia,"a. currie, gsaf",15,M,New South Ales,Killick Creek near Crescent Head,N,swimming,other
09-Dec,Winter,2022,Unprovoked,usa,"a. currie, gsaf",43,M,Samoa,Pago Pago Harbor,N,diving,other
08-Dec,Winter,2022,Unprovoked,usa,"a.currie, gsaf",60,F,Hawaii,"Keawakapu Point, Kehei, Maui",Y,snorkeling,tiger shark
07-Dec,Winter,2022,Unprovoked,usa,"a.currie, gsaf",Unknown,M,Texas,,N,surfing,other
11-Oct,Fall,2018,Unprovoked,usa,"click orlando, 10/12/2018",Unknown,F,Florida,"Bethune Beach, Volusia County",N,surfing,other
04-Nov,Fall,2022,Unprovoked,usa,"r.collier, gsaf",50,F,California,"Del Mar Beach, San Diego County",N,swimming,white shark
02-Sep,Fall,1996,Unprovoked,usa,"s. petersohn, gsaf; daytona beach news journal, 9/3/1999, pp. 2d & 4d, 9/7/1999, p.4c",28,M,Florida,"Bethune Beach, Volusia County",N,surfing,other
31-Oct,Fall,2022,Unprovoked,usa,"r. collier, gsaf",Unknown,M,California,"Otter Point, Pacific Grove",N,surfing,other
28-Oct,Fall,2022,Sea Disaster,usa,"a. currie, gsaf",40,M,Louisiana,25 mikes from Empire,N,fishing,other
28-Oct,,2022,Unprovoked,bahamas,"bahamas press, 10/29/2022",Unknown,M,Unknown,Cat Island,N,diving,other
27-Oct,Fall,2022,Provoked,usa,"wxxv, 10/27/2022",Unknown,M,Mississippi,Horn Island,N,fishing,other
25-Oct,Fall,2022,Unprovoked,usa,"independent record, 10/27.2022",51,M,Hawaii,Kauai,N,snorkeling,tiger shark
23-Oct,,2022,Unprovoked,australia,"s. de marchi & b. myatt,, gsaf",19,M,South Australia,Seacliff,N,surfing,other
18-Sep,Fall,2015,Unprovoked,usa,"action news jax, 9/23/2015",Unknown,M,Florida,"Big Talbot Island, Duval County",N,swimming,other
08-Oct,Fall,2022,Unprovoked,usa,"people magazine, 10/14/2022",40,M,Louisiana,25 miles off Empire,N,other,other
07-Oct,,2022,Unprovoked,australia,"abc,net, 10/07/2022",38,M,Western  Australia,Port Hedland,N,fishing,bull shark
06-Oct,,2022,Unprovoked,australia,"the standard, 10/08/2022",17,M,Victoria,"Nun's Beach, Portland",N,surfing,other
02-Oct,Fall,2022,Unprovoked,usa,"outsider, 10/3/2022",31,M,California,Centerville Beach,N,surfing,white shark
25-Sep,,2022,Unprovoked,south africa,"mirror, 9/25/2022",39,F,Western Cape Province,"Central Beach, Plettenberg Bay",Y,swimming,white shark
09-Oct,Fall,1994,Provoked,usa,"miami herald, 10/9/1994",9,F,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",N,wading,other
06-Sep,,2022,Unprovoked,bahamas,"b. myatt, gsaf",58,F,Unknown,Green Cay,Y,snorkeling,bull shark
03-Sep,Fall,2022,Unprovoked,usa,"star advertiser, 9/3/2022",51,F,Hawaii,"Lower Paia Beach Park, Maui",N,swimming,other
31-Aug,,2022,Unprovoked,australia,"surfline, 9/2/2022",14,M,New South Wales,Avoca,N,surfing,whaler shark
17-Aug,,2022,Unprovoked,australia,a currie. gsaf,Unknown,M,New South Wales,Coffs Harbour,N,kayaking,white shark
15-Aug,Summer,2022,Unprovoked,usa,"c. creswell, gsaf",Unknown,F,South Carolina,"Myrtle Beach, Horry County",N,swimming,other
15-Aug,Summer,2022,Unprovoked,usa,"c. creswell, gsaf",Unknown,F,South Carolina,"Myrtle Beach, Horry County",N,other,other
15-Aug,,2022,Unprovoked,australia,"s. de march, gsaf",17,M,Westerm Australia,Goode Beach,N,fishing,white shark
13-Aug,Summer,2022,Unprovoked,usa,"orlando sentinel, 8/15/2022",10,M,Florida,"Looe Key, Monroe County",N,snorkeling,bull shark
10-Aug,Summer,2022,Unprovoked,usa,"a .currie, gsaf",Unknown,M,California,"Lovers Point, Pacific Grove, Monterey County",N,paddle,other
28-Jul,,2022,Unprovoked,england,unknown,Unknown,F,Cornwall,Penzance,N,snorkeling,other
27-Jul,Summer,2022,Unprovoked,usa,"click orlando, 7/28/2022",13,M,Florida,"Florida Keys, Monroe County",N,other,other
25-Jul,Summer,2022,Unprovoked,usa,"wesh.com, 7/25/2022",33,M,Florida,"Daytona Beach, Volusia County",N,wading,other
20-Jul,Summer,2022,Unprovoked,usa,"ny post, 7/21/2022",16,M,New York,"Kismet Beach, Long Island",N,surfing,other
19-Jul,Summer,2022,Unconfirmed,usa,"wesh, 7/20/2022",Unknown,Unknown,Florida,"Cape Canaveral, Brevard County",N,other,other
19-Jul,Summer,2022,Unprovoked,usa,c. creswell. gsaf,Unknown,F,Noirth Carolina,"Topsail Beach, Pender County",N,surfing,other
17-Jul,Summer,2022,Provoked,usa,"ems1, 7/18/2022",Unknown,M,Florida,"Content Keys, Monroe County",N,fishing,other
16-Jul,Summer,2022,Unprovoked,usa,"wesh, 717,2022",40,F,Florida,"Daytona Beach Shores, Volusia County",N,other,other
13-Jul,Summer,2022,Unprovoked,usa,"abc news, 7/13/2022",49,M,New York,"Seaview Beach, Suffolk County",N,other,other
13-Jul,Summer,2022,Unprovoked,usa,"m. michaeson, gsaf",41,M,New York,"Smith Point Beach, Suffolk County",N,surfing,tiger shark
10-Jul,Summer,2022,Unprovoked,usa,7/10/2022 daytona beach news-journal,Unknown,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
07-Jul,Summer,2022,Unprovoked,usa,"abc7, 7/9/2022",17,M,New York,"Ocean Beach, Long Island",N,other,other
04-Jul,,2022,Unprovoked,japan,"s. de marchi, gsaf",60,M,Okinawa,Nago,Y,snorkeling,other
03-Jul,Summer,2022,Unprovoked,usa,"daytona beach news journal, 7/3/2022",28,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
03-Jul,Summer,2022,Unprovoked,usa,"abc7,7/3/2022",Unknown,M,New York,"Smith Point Beach, Suffolk County",N,other,other
01-Jul,,2022,Unprovoked,indonesia,"amarjakaryn, 8/3/2022",Unknown,F,Bali,Balian Beach,N,surfing,other
01-Jul,,2022,Unprovoked,egypt,"m. michaeilson, gsaf",Unknown,F,Unknown,Sahl Hasheesh,Y,snorkeling,white shark
01-Jul,,2022,Unprovoked,egypt,"m. michaeilson, gsaf",68,F,Unknown,Sahl Hasheesh,Y,swimming,white shark
30-Jun,Summer,2022,Unprovoked,usa,"new york post,, 7/2/2022",Unknown,M,New York,"Jones Beach, Nassau County",N,swimming,other
30-Jun,Summer,2022,Unprovoked,usa,"a. currie, gsaf",17,F,Florida,"Keaton Beach, ",N,other,other
29-Jun,Summer,2022,Unprovoked,usa,miami herald/ 7/12022,35,F,Florida,"Sawyer Key , Monroe County",N,swimming,other
29-Jun,Summer,2022,Unprovoked,usa,"cbs miami, 7/1/2022",Unknown,M,Florida,"Summerland Key, Monroe County",N,other,other
28-Jun,,2022,Unprovoked,south africa,"m. michaelson, gsaf",Unknown,M,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",Y,swimming,other
24-Jun,,2022,Unprovoked,jamaica,"the gleaner, 6/30/2022",Unknown,M,Unknown,,N,fishing,tiger shark
23-Jun,Summer,2022,Unprovoked,usa,"a. currie & r. babington, gsaf",Unknown,F,Florida,"Redington Beach, Pinellas County",N,other,other
22-Jun,Summer,2022,Unprovoked,usa,"m. michaelson, and r. collier,  gsaf",62,M,California,"Pacific Grove, Monterey County",N,swimming,white shark
21-Jun,Summer,2022,Unprovoked,usa,"c. creswll, gsaf",15,M,South Carolina,"Myrtle Beach, Horry County",N,other,other
01-Jun,,2022,Unprovoked,australia,"perth now, 6//2/2022",Unknown,F,Western Australia,Oyster Stacks near Exmouth12h15,N,swimming,other
27-May,,2022,Unprovoked,australia,"perth now, 5/27/2022",Unknown,Unknown,Western Australia,Yallingup,N,surfing,whaler shark
20-May,,2022,Unprovoked,australia,9news. 5/30/2022,20,M,Western Australia,"Royal Perth Yacht Club, Swan River",N,diving,bull shark
19-May,,2022,Provoked,belize,"san pedro sun, 5/20/",Unknown,M,Ambergris Cay,Off San Pedro,N,fishing,other
10-May,,2022,Unprovoked,maldives,"maldives national defence force, 5/10/2022",62,M,Unknown,"Maafilaafushi Island, Lhaviyani Atoll ",N,fishing,other
07-May,,2022,Unprovoked,french polynesia,"franceinfo, 5/10/202232/2021",Unknown,Unknown,Bora Bora,To'opua,N,other,other
03-May,Spring,2022,Provoked,usa,"j. marchand, gsaf",Unknown,M,Georgia," le de Saint Simon, Glynn County",N,fishing,other
01-May,,2022,Unprovoked,thailand,"bangkok post, 5/01/2022",8,M,Phuket,Kamala Beach,N,other,other
30-Apr,,2022,Unprovoked,french polynesia,"j. marchand, gsaf",22,M,Tahiti,"Pointe des p cheurs, Punaahuia",N,other,tiger shark
Unknown,Unknown,2022,Unprovoked,australia,"daily star, 4/28/2022",32,M,Unknown,,N,paddle,other
17-Apr,Spring,2022,Unprovoked,usa,"miami herald, 4/18/2022",56,M,Florida,"Whale Harbor, Islamorada, Monroe County",N,other,other
12-Apr,Spring,2022,Unprovoked,usa,"local12, 4/15/2022",17,M,Alabama,"Gulf Shores, Baldwin County",N,swimming,other
11-Apr,Spring,2022,Unprovoked,usa,"miami herald, 4/11/2022",15,M,Florida,"Higkand Beach, Palm Beach County",N,other,other
09-Apr,Spring,2022,Provoked,usa,"rsl media, 4/11/2022",12,F,New Jersey,Tutle Back Zoo,N,other,other
07-Apr,Spring,2022,Unprovoked,usa,"r. babington, gsaf & k. mcmurray, trackingsharks.com",Unknown,M,Florida,Canaveral National Seashore,N,kayaking,other
01-Apr,,2022,Invalid,south africa,"daily star, 4/4/2022",Unknown,M,Kzn,LaLucia,Unknown,other,other
31-Mar,Spring,2022,Provoked,usa,"k. mcmurray, trackingsharks.com",Unknown,M,Florida,"Lake Worth Beach, Palm Beach County",N,fishing,other
18-Mar,,2022,Unprovoked,columbia,"r. babington & s. fe marchi, gsaf &;  k mcmurray",56,M,Isla De San Andres,La Piscinita,Y,swimming,tiger shark
15-Mar,,2022,Unprovoked,new zealand,"otago daily times, 3/18/20229/2022",Unknown,M,Unknown,Cobden,N,surfing,other
15-Mar,,2022,Unprovoked,australia,"s. de marchi, gsaf",32,M,New South Wales,Crowdy Baay,N,surfing,bull shark
15-Mar,,2022,Unprovoked,australia,"s. de marchi, gsaf",Unknown,M,New South Wales,Crowdy Baay,N,swimming,other
13-Mar,Spring,2022,Unprovoked,usa,"r. babington, gsaf",20,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
09-Mar,Spring,2022,Provoked,usa,"clickorlando, 3/11/20212",21,M,Florida,"New Smyrna Beach, Volusia County",N,fishing,other
08-Mar,,2022,Unprovoked,australia,"upi, 3/8/2022",Unknown,M,New South Wales,Maroubra,N,surfing,other
26-Feb,Winter,2022,Unprovoked,usa,"r. collier, gsaf",42,M,California,"San Miguel Islandl, Santa Barbara County",Y,other,white shark
21-Feb,,2022,Unconfirmed,bahamas,"m. michaelson, gsaf",51,M,Unknown,Tiger Beach,N,diving,other
17-Feb,,2022,Unprovoked,australia,"j. marchand, gsaf",Unknown,M,Queensland,Redcliffe,N,other,tiger shark
16-Feb,,2022,Unprovoked,australia,"7news,2/16/2022",36,M,New South Wales,"Buchan Point, Sydney",Y,swimming,other
12-Feb,,2022,Unprovoked,mexico,"k. mcmurray, trackingsharks.com",56,M,Sonora,Yavaros,Y,surfing,other
11-Feb,Winter,2022,Unprovoked,usa,"fox 35 orlando, 2/11/2022",18,M,Florida,"Cocoa Beach, Brevard  County",N,surfing,other
Unknown,Unknown,2022,Provoked,bahamas,"k. mcmurray, trackingsharks.com",37,F,Unknown,,N,other,other
08-Feb,,2022,Invalid,costa rica,diario extra del costa rica 2/9/2022,50,F,Guanacoste,Playa Del Coco,Unknown,diving,bull shark
05-Feb,,2022,Unprovoked,australia,"k. mcmurray, trackingsharks.com",20,F,Western Australia,"Beds, Wylie Bay, Esperance",N,other,white shark
24-Jan,,2022,Unprovoked,australia,"k. mcmurray, trackingsharks.com",Unknown,M,New South Wales,Warriewood,N,swimming,other
22-Jan,,2022,Unprovoked,australia,"k. mcmurray, trackingsharks.com",Unknown,M,Western Australia,Whalers Beach,N,snorkeling,other
09-Jan,,2022,Provoked,south africa,"national sea rescue institute, 1/9/2022",Unknown,M,Kwazulu-Natal,"Off Beachbums, Tongaat",N,fishing,other
09-Jan,,2022,Unprovoked,new zealand,"otago daily times, 1/9/2022",13,F,Unknown,"Friendly Bay, Oamaru",N,swimming,other
06-Jan,Winter,2022,Unprovoked,usa,abc.net,42,F,Florida,"Anna Maria Island, Manatee County",N,surfing,other
04-Jan,,2022,Unprovoked,australia,"a. currie, gsaf",42,F,New South Wales,"Hyams Beach, Jervis Bay",N,other,other
01-Jan,,2022,Unprovoked,australia,"perth now, 1/1/2022",Unknown,M,Western Australia,North Lancelin,N,surfing,other
25-Dec,,2021,Unprovoked,new zealand,"new zealand herald, 12/31/2021",9,F,Unknown,Pororari River,N,swimming,other
24-Dec,Winter,2021,Unprovoked,usa,ralph collier gsaf,31,M,Los Angeles,Morro Strand San Luis Obispo,Y,other,white shark
22-Dec,Winter,2021,Unprovoked,usa,abc.net,42,F,Florida,"Anna Maria Island, Manatee County",N,surfing,other
11-Dec,,2021,Unprovoked,australia,a. currie & b. myatt.gsaf,24,M,Queensland,Yarrabah,N,fishing,bull shark
Unknown,Unknown,2021,Unprovoked,mexico,"riviera maya times, 12/6/2021",14,M,Quintana Roo,Mahahual,N,diving,other
06-Dec,,2021,Unprovoked,australia,"b. myatt, gsaf and k. mcmurray, trackingsharks.com",15,F,Victoria,Ocean Grove Beach,N,swimming,other
06-Dec,,2021,Unprovoked,australia,"b. myatt, gsaf and k. mcmurray, trackingsharks.com",15,M,Victoria,Ocean Grove  Beach,N,swimming,other
04-Dec,Winter,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com",Unknown,M,Hawaii,"Banyans, Kailua-Kona",N,surfing,reef shark
15-Nov,,2021,Unprovoked,brazil,"k. mcmurray, trackingsharks.com",11,M,São Paulo.,Boqueir o Beach,Unknown,other,other
07-Nov,Fall,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com",27,F,Hawaii,"Lahaina, Maui",N,fishing,other
06-Nov,,2021,Unprovoked,australia,"s. de marchi and b. myatt,  gsaf",57,M,Western Australia,"Port Beach, North Freemantle",Y,swimming,other
03-Nov,,2021,Unprovoked,brazil,"o. gadig and k.mcmuray, trackinglsharks.ocm",Unknown,M,São Paulo.,Ubatuba Beach,N,swimming,other
02-Nov,,2021,Unprovoked,new zealand,"k. mcmurray, trackingsharks.com",26,M,Unknown,Taranaki,N,surfing,other
16-Oct,,2021,Invalid,australia,"k. mcmurray, trackingsharks.com",26,M,Queensland,Sudbury Island,Unknown,fishing,other
15-Oct,,2021,Unprovoked,australia,"s. de marchi & b. myatt, gsaf, and  k. mcmurray, trackingsharks.com",34,M,Queensland,"Hook Island, Whitsundays",N,swimming,other
16-Oct,Fall,1963,Unprovoked,usa,"h.d. baldridge, p.109",28,M,Florida,"Biltmore Beach, near Panama City",N,surfing,other
14-Oct,Fall,1984,Unprovoked,usa,"miami herald, 10/16/1984",15,M,Florida,"Bob Graham Beach, Martin County",N,surfing,other
03-Oct,Fall,2021,Unprovoked,usa,"r. collier, gsaf & k.",38,M,California,"Salmon Creek Beach, Sonoma County",N,surfing,other
10-Sep,,2021,Invalid,egypt,dr. m. fouda & m. salrm,Unknown,M,Unknown,Sidi Abdel Rahmen ,Unknown,swimming,other
14-Oct,Fall,1988,Unprovoked,usa,"boca raton news, 10/15/1988",15,M,Florida,"Boca Raton, Palm Beach County",N,surfing,other
